url	unique	type
http://www.hikingupward.com/MNF/BigRunLeadingRidge/	5	Unknown
http://www.hikingupward.com/NCSP/LittlePisgahMountainFlorenceNaturePreserve/	5	Unknown
http://www.hikingupward.com/NCSP/GrandfatherMountainDanielBoone/	0.334795276442782	Out & Back
http://www.hikingupward.com/GWNF/MillMountain/	0.741376454986596	Loop
http://www.hikingupward.com/GWNF/GreatNorthMountain/	0.908764554092595	Loop
http://www.hikingupward.com/GWNF/BrownsHollow/	0.904476892344207	Loop
http://www.hikingupward.com/SNP/JonesMountain/	0.649525273077598	Loop
http://www.hikingupward.com/UNF/BirkheadMountainsWilderness/	0.514219546908645	Loop
http://www.hikingupward.com/PNF/BaldKnobDobsonKnob/	0.0141662458736085	Out & Back
http://www.hikingupward.com/PNF/MtMitchell/	0.184845750419786	Out & Back
http://www.hikingupward.com/PNF/BlackBalsamKnob/	0.786409994824842	Loop
http://www.hikingupward.com/GWNF/BigRockyRow/	0.795538576942843	Loop
http://www.hikingupward.com/PNF/BlackMountainCrestTrail/	1	Loop
http://www.hikingupward.com/GWNF/NorthRiverGorge/	0.939326713335307	Loop
http://www.hikingupward.com/GWNF/KernsMountain/	0.948186808138446	Loop
http://www.hikingupward.com/PNF/WoodsMountainTrail/	0.00768899922360316	Out & Back
http://www.hikingupward.com/NCSP/DevilsGardenOverlook/	0.0169696913219482	Out & Back
http://www.hikingupward.com/GWNF/MudholeGap/	0.976936925966746	Loop
http://www.hikingupward.com/MNF/AlleghenySenecaCreek/	0.8001343908471	Loop
http://www.hikingupward.com/SNP/OverallRunHeiskellHollow/	0.677375124670922	Loop
http://www.hikingupward.com/GWNF/LittleSluice/	0.825772654001786	Loop
http://www.hikingupward.com/GWNF/LaurelFork/	0.989032661191819	Loop
http://www.hikingupward.com/GWNF/DuncanKnobHollow/	0.401274772733362	Out & Back
http://www.hikingupward.com/PNF/BigBald/	0.0147796472542291	Out & Back
http://www.hikingupward.com/JNF/LittleWilsonCreekWilderness/	0.899301560062644	Loop
http://www.hikingupward.com/GWNF/LittleSchloss/	0.94478977563157	Loop
http://www.hikingupward.com/GWNF/Wintergreen/	0.894139603410231	Loop
http://www.hikingupward.com/SNP/AustinFurnaceMountains/	0.950298508845607	Loop
http://www.hikingupward.com/MNF/HighMeadowsSenecaCreek/	0.991168418728546	Loop
http://www.hikingupward.com/GWNF/CrabtreeFalls/	0.0453426649929299	Out & Back
http://www.hikingupward.com/JNF/WilburnRidgePineMountain/	0.846386544683444	Loop
http://www.hikingupward.com/GWNF/ThreeRidges/	0.749849510804556	Loop
http://www.hikingupward.com/MNF/BlackbirdKnob/	0.618064600983355	Loop
